,CI_Cat,CI_Subcat,Incident_ID,Impact,Urgency,Priority,number_cnt,Category,No_of_Reassignments,Open_Time,Resolved_Time,Close_Time,Closure_Code,No_of_Related_Interactions,Handle_Time_hrs,Ticket_Age,Open_Hour,Open_Day,Open_Month,Open_Year,Is_Weekend
130,application,Web Based Application,IM0000180,4,4,4.0,0.767496996,incident,10.0,2013-07-03 14:45:00,2013-11-12 14:41:00,2013-11-12 14:41:00,Other,1.0,3167.9333333333334,131,14,2,7,2013,False
131,application,Server Based Application,IM0000181,4,4,4.0,0.585335212,incident,5.0,2013-07-04 10:06:00,2013-10-15 14:07:00,2013-10-15 14:07:00,Operator error,3.0,2476.016666666667,103,10,3,7,2013,False
132,subapplication,Web Based Application,IM0000182,5,5,5.0,0.7439431,incident,2.0,2013-07-04 10:01:00,2013-10-02 08:10:00,2013-10-02 08:10:00,Software,1.0,2158.15,89,10,3,7,2013,False
133,application,Web Based Application,IM0000183,5,5,5.0,0.636269154,incident,7.0,2013-07-04 15:27:00,2013-10-01 16:28:00,2013-10-01 16:28:00,Other,1.0,2137.016666666667,89,15,3,7,2013,False
134,application,Standard Application,IM0000184,4,4,4.0,0.877300897,incident,2.0,2013-07-05 13:35:00,2013-11-18 09:22:00,2013-11-18 09:24:00,Operator error,1.0,3259.8166666666666,135,13,4,7,2013,False
135,application,Standard Application,IM0000185,3,3,3.0,0.677920672,incident,0.0,2013-07-08 09:13:00,2013-12-04 14:25:00,2013-12-04 14:25:00,Other,1.0,3581.2,149,9,0,7,2013,False
136,application,Standard Application,IM0000186,5,5,5.0,0.187710003,incident,2.0,2013-07-08 09:42:00,2013-11-18 09:12:00,2013-11-18 09:13:00,Software,1.0,3191.516666666667,132,9,0,7,2013,False
137,application,Server Based Application,IM0000187,4,4,4.0,0.692452022,incident,7.0,2013-07-08 11:29:00,2013-10-18 13:30:00,2013-10-18 13:30:00,Other,1.0,2450.016666666667,102,11,0,7,2013,False
138,application,Client Based Application,IM0000188,4,4,4.0,0.821460058,incident,12.0,2013-07-08 15:49:00,2013-10-15 09:26:00,2013-10-15 09:27:00,Unknown,1.0,2369.633333333333,98,15,0,7,2013,False
139,application,Server Based Application,IM0000190,4,4,4.0,0.575065711,incident,10.0,2013-07-09 12:04:00,2013-10-08 08:40:00,2013-10-08 08:40:00,Software,1.0,2180.6,90,12,1,7,2013,False
140,application,Web Based Application,IM0000192,5,5,5.0,0.345321172,incident,7.0,2013-07-09 15:43:00,2013-11-04 08:39:00,2013-11-04 08:39:00,No error - works as designed,1.0,2824.9333333333334,117,15,1,7,2013,False
141,application,Server Based Application,IM0000193,3,3,3.0,0.071060375,incident,1.0,2013-07-09 16:18:00,2013-12-09 14:58:00,2013-12-09 14:58:00,Other,1.0,3670.6666666666665,152,16,1,7,2013,False
142,application,Web Based Application,IM0000194,5,5,5.0,0.520731429,incident,12.0,2013-07-10 10:59:00,2013-10-30 12:48:00,2013-10-30 12:48:00,Software,1.0,2689.8166666666666,112,10,2,7,2013,False
143,application,Standard Application,IM0000195,4,4,4.0,0.027182852,incident,2.0,2013-07-10 13:57:00,2013-11-18 09:18:00,2013-11-18 09:18:00,Software,1.0,3139.35,130,13,2,7,2013,False
144,application,Web Based Application,IM0000196,4,4,4.0,0.458561462,incident,2.0,2013-07-11 09:28:00,2013-11-12 14:03:00,2013-11-12 14:03:00,Other,1.0,2980.5833333333335,124,9,3,7,2013,False
145,application,Web Based Application,IM0000197,4,4,4.0,0.791206808,incident,3.0,2013-07-11 11:20:00,2014-01-03 11:34:00,2014-01-03 11:34:00,No error - works as designed,1.0,4224.233333333334,176,11,3,7,2013,False
146,subapplication,Web Based Application,IM0000198,4,4,4.0,0.769775666,incident,13.0,2013-07-11 10:56:00,2014-03-27 15:13:00,2014-03-27 15:13:00,Software,2.0,6220.283333333334,259,10,3,7,2013,False
147,application,Server Based Application,IM0000199,4,3,4.0,0.724279149,incident,2.0,2013-07-11 11:48:00,2013-12-09 14:49:00,2013-12-09 14:50:00,Other,1.0,3627.0333333333333,151,11,3,7,2013,False
148,application,Web Based Application,IM0000200,3,3,3.0,0.631593143,incident,2.0,2013-07-11 12:01:00,2013-11-12 14:08:00,2013-11-12 14:09:00,Other,1.0,2978.133333333333,124,12,3,7,2013,False
149,subapplication,Web Based Application,IM0000201,4,4,4.0,0.779162427,incident,4.0,2013-07-11 15:21:00,2013-10-01 10:11:00,2013-10-01 10:11:00,Software,1.0,1962.8333333333333,81,15,3,7,2013,False
150,application,Server Based Application,IM0000202,3,3,3.0,0.462199914,incident,4.0,2013-07-11 16:08:00,2013-10-09 15:00:00,2013-10-09 15:00:00,Other,1.0,2158.866666666667,89,16,3,7,2013,False
151,application,Server Based Application,IM0000204,3,3,3.0,0.387451908,incident,1.0,2013-07-12 08:15:00,2013-10-09 14:20:00,2013-10-09 14:20:00,Other,1.0,2142.0833333333335,89,8,4,7,2013,False
152,application,Server Based Application,IM0000205,4,3,4.0,0.374449123,incident,1.0,2013-07-12 09:07:00,2013-12-09 14:46:00,2013-12-09 14:46:00,Other,1.0,3605.65,150,9,4,7,2013,False
153,application,Web Based Application,IM0000206,4,4,4.0,0.659237184,incident,4.0,2013-07-12 14:13:00,2013-11-12 14:11:00,2013-11-12 14:11:00,No error - works as designed,1.0,2951.9666666666667,122,14,4,7,2013,False
154,subapplication,Web Based Application,IM0000207,4,4,4.0,0.162621487,incident,2.0,2013-07-12 15:11:00,2013-10-10 12:53:00,2013-11-27 15:36:00,Referred,1.0,3312.4166666666665,138,15,4,7,2013,False
155,application,Server Based Application,IM0000208,5,5,5.0,0.237493315,request for information,4.0,2013-07-15 08:34:00,2013-10-25 08:10:00,2013-10-25 08:10:00,Other,2.0,2447.6,101,8,0,7,2013,False
156,application,Web Based Application,IM0000209,3,3,3.0,0.403692819,incident,2.0,2013-07-15 09:04:00,2013-11-12 14:07:00,2013-11-12 14:07:00,Other,1.0,2885.05,120,9,0,7,2013,False
157,subapplication,Web Based Application,IM0000210,4,4,4.0,0.952598878,incident,3.0,2013-07-15 09:53:00,2013-11-12 10:17:00,2013-11-12 10:17:00,Unknown,1.0,2880.4,120,9,0,7,2013,False
158,application,Web Based Application,IM0000211,4,4,4.0,0.743261642,incident,2.0,2013-07-15 14:38:00,2013-10-22 20:04:00,2013-10-22 20:05:00,Other,1.0,2381.45,99,14,0,7,2013,False
159,application,Server Based Application,IM0000212,4,4,4.0,0.02980429,incident,3.0,2013-07-15 14:39:00,2014-01-06 14:48:00,2014-01-06 14:48:00,Software,2.0,4200.15,175,14,0,7,2013,False
160,application,Web Based Application,IM0000213,5,5,5.0,0.009259762,incident,2.0,2013-07-15 14:23:00,2013-11-12 14:08:00,2013-11-12 14:08:00,Other,1.0,2879.75,119,14,0,7,2013,False
161,application,Server Based Application,IM0000214,3,3,3.0,0.513261308,incident,3.0,2013-07-15 15:01:00,2013-10-01 14:20:00,2013-10-01 14:20:00,Software,2.0,1871.3166666666666,77,15,0,7,2013,False
162,application,Server Based Application,IM0000215,3,3,3.0,0.22834997,incident,3.0,2013-07-16 09:52:00,2013-10-30 13:14:00,2013-10-30 13:14:00,Unknown,1.0,2547.366666666667,106,9,1,7,2013,False
163,application,Server Based Application,IM0000216,3,3,3.0,0.904590297,incident,3.0,2013-07-16 08:23:00,2013-12-09 14:31:00,2013-12-09 14:31:00,Other,2.0,3510.133333333333,146,8,1,7,2013,False
164,application,Web Based Application,IM0000217,4,4,4.0,0.532149762,incident,5.0,2013-07-16 15:05:00,2013-11-12 14:09:00,2013-11-12 14:09:00,Other,1.0,2855.0666666666666,118,15,1,7,2013,False
165,application,Server Based Application,IM0000218,4,4,4.0,0.673956933,incident,2.0,2013-07-16 15:43:00,2013-12-09 14:29:00,2013-12-09 14:29:00,Other,1.0,3502.766666666667,145,15,1,7,2013,False
166,application,Server Based Application,IM0000219,4,3,4.0,0.93840208,incident,1.0,2013-07-16 16:14:00,2013-12-09 14:27:00,2013-12-09 14:27:00,Other,1.0,3502.2166666666667,145,16,1,7,2013,False
167,application,Client Based Application,IM0000220,4,3,3.0,0.40701737,incident,3.0,2013-07-16 15:43:00,2013-10-10 12:17:00,2013-10-10 12:17:00,Software,370.0,2060.5666666666666,85,15,1,7,2013,False
168,application,Web Based Application,IM0000221,4,4,4.0,0.100362807,incident,12.0,2013-07-16 17:28:00,2013-12-31 12:58:00,2013-12-31 12:58:00,Other,1.0,4027.5,167,17,1,7,2013,False
169,application,Web Based Application,IM0000222,4,4,4.0,0.845594836,incident,10.0,2013-07-17 09:23:00,2013-11-11 12:45:00,2013-11-11 12:45:00,Other,1.0,2811.366666666667,117,9,2,7,2013,False
170,computer,Laptop,IM0000223,5,5,5.0,0.274860264,incident,10.0,2013-07-17 08:31:00,2013-10-10 10:35:00,2013-10-10 10:35:00,User error,2.0,2042.0666666666666,85,8,2,7,2013,False
171,subapplication,Web Based Application,IM0000224,5,5,5.0,0.514084889,incident,13.0,2013-07-17 10:13:00,2013-10-10 12:53:00,2013-10-01 15:19:00,Other,1.0,1829.1,76,10,2,7,2013,False
172,application,Web Based Application,IM0000225,4,4,4.0,0.798548567,incident,4.0,2013-07-17 14:02:00,2014-03-05 12:03:00,2014-03-05 12:03:00,Software,1.0,5542.016666666666,230,14,2,7,2013,False
173,application,Web Based Application,IM0000227,3,3,3.0,0.942035749,incident,6.0,2013-07-17 14:51:00,2014-01-29 13:29:00,2014-01-29 13:29:00,No error - works as designed,1.0,4702.633333333333,195,14,2,7,2013,False
174,application,Web Based Application,IM0000228,4,4,4.0,0.735696536,incident,8.0,2013-07-19 10:14:00,2013-10-15 13:52:00,2013-10-15 13:52:00,Unknown,3.0,2115.633333333333,88,10,4,7,2013,False
175,application,Desktop Application,IM0000229,5,5,5.0,0.132310507,request for information,21.0,2013-07-22 09:44:00,2013-10-17 08:41:00,2013-10-17 08:41:00,Software,2.0,2086.95,86,9,0,7,2013,False
176,application,Web Based Application,IM0000230,4,4,4.0,0.906482434,incident,6.0,2013-07-22 14:18:00,2013-11-12 14:41:00,2013-11-12 14:42:00,Other,1.0,2712.4,113,14,0,7,2013,False
177,subapplication,Web Based Application,IM0000231,4,4,4.0,0.510870231,incident,2.0,2013-07-23 09:46:00,2014-01-10 08:34:00,2014-01-10 08:35:00,Other,1.0,4102.816666666667,170,9,1,7,2013,False
178,application,Web Based Application,IM0000232,4,4,4.0,0.662804932,incident,6.0,2013-07-23 10:15:00,2013-11-12 14:23:00,2013-11-12 14:23:00,Other,1.0,2692.133333333333,112,10,1,7,2013,False
179,application,Server Based Application,IM0000233,4,4,4.0,0.953377954,incident,5.0,2013-07-23 11:19:00,2013-12-20 11:27:00,2013-12-20 11:28:00,Data,1.0,3600.15,150,11,1,7,2013,False
180,application,Server Based Application,IM0000234,3,3,3.0,0.613703656,incident,1.0,2013-07-23 11:48:00,2013-12-09 14:25:00,2013-12-09 14:25:00,Other,1.0,3338.616666666667,139,11,1,7,2013,False
181,application,Web Based Application,IM0000235,4,4,4.0,0.463040389,incident,6.0,2013-07-23 13:55:00,2013-11-12 14:06:00,2013-11-12 14:06:00,Other,1.0,2688.1833333333334,112,13,1,7,2013,False
182,application,Web Based Application,IM0000236,3,3,3.0,0.284811699,incident,2.0,2013-07-24 12:04:00,2013-10-01 16:28:00,2013-10-01 16:28:00,Unknown,1.0,1660.4,69,12,2,7,2013,False
183,application,Server Based Application,IM0000237,4,3,4.0,0.230755258,incident,25.0,2013-07-25 13:19:00,2013-10-08 14:46:00,2013-10-08 14:47:00,Other,4.0,1801.4666666666667,75,13,3,7,2013,False
184,application,Web Based Application,IM0000238,5,5,5.0,0.346551718,incident,2.0,2013-07-25 11:52:00,2013-10-10 12:53:00,2013-10-01 16:41:00,Software,1.0,1636.8166666666666,68,11,3,7,2013,False
185,application,Web Based Application,IM0000239,4,4,4.0,0.724084688,incident,2.0,2013-07-25 15:19:00,2013-11-12 14:07:00,2013-11-12 14:07:00,Other,1.0,2638.8,109,15,3,7,2013,False
186,application,Web Based Application,IM0000240,4,4,4.0,0.459900753,incident,2.0,2013-07-26 09:52:00,2013-11-12 14:06:00,2013-11-12 14:06:00,Other,1.0,2620.233333333333,109,9,4,7,2013,False
187,application,Web Based Application,IM0000241,4,4,4.0,0.351690403,incident,2.0,2013-07-26 13:18:00,2013-11-12 14:07:00,2013-11-12 14:07:00,No error - works as designed,1.0,2616.8166666666666,109,13,4,7,2013,False
188,application,Web Based Application,IM0000242,4,4,4.0,0.977614303,incident,9.0,2013-07-29 09:58:00,2013-12-31 13:06:00,2013-12-31 13:06:00,Unknown,1.0,3723.133333333333,155,9,0,7,2013,False
189,application,SAP,IM0000243,5,5,5.0,0.783820118,request for information,0.0,2013-07-29 12:57:00,2013-10-08 14:03:00,2013-10-08 14:03:00,Other,2.0,1705.1,71,12,0,7,2013,False
190,application,Desktop Application,IM0000245,5,5,5.0,0.631089332,incident,0.0,2013-07-29 11:00:00,2013-10-10 12:05:00,2013-10-10 12:05:00,Software,2.0,1753.0833333333333,73,11,0,7,2013,False
191,application,Web Based Application,IM0000246,4,4,4.0,0.645436621,incident,2.0,2013-07-29 12:53:00,2013-11-28 14:05:00,2013-11-28 14:06:00,Other,1.0,2929.2166666666667,122,12,0,7,2013,False
192,application,Web Based Application,IM0000247,4,4,4.0,0.876995692,incident,8.0,2013-07-29 11:13:00,2013-11-12 14:19:00,2013-11-12 14:19:00,No error - works as designed,1.0,2547.1,106,11,0,7,2013,False
193,application,Client Based Application,IM0000248,5,5,5.0,0.778874153,incident,0.0,2013-07-29 17:01:00,2013-12-09 08:38:00,2013-12-09 08:38:00,Other,1.0,3183.616666666667,132,17,0,7,2013,False
194,computer,Laptop,IM0000249,5,5,5.0,0.760439098,incident,7.0,2013-07-30 08:32:00,2013-11-19 13:29:00,2013-11-19 13:29:00,Hardware,2.0,2692.95,112,8,1,7,2013,False
195,application,Web Based Application,IM0000250,4,4,4.0,0.035345665,incident,2.0,2013-07-30 11:31:00,2013-11-12 14:18:00,2013-11-12 14:18:00,Other,1.0,2522.7833333333333,105,11,1,7,2013,False
196,application,Server Based Application,IM0000251,5,5,5.0,0.668225069,request for information,0.0,2013-07-30 13:32:00,2013-10-08 14:29:00,2013-10-08 14:29:00,Other,1.0,1680.95,70,13,1,7,2013,False
197,application,Web Based Application,IM0000252,4,4,4.0,0.790732715,incident,4.0,2013-07-30 12:48:00,2013-11-12 14:34:00,2013-11-12 14:34:00,Other,1.0,2521.766666666667,105,12,1,7,2013,False
198,application,Server Based Application,IM0000253,4,4,4.0,0.054301041,request for information,1.0,2013-07-30 14:18:00,2013-10-08 14:30:00,2013-10-08 14:31:00,Inquiry,1.0,1680.2166666666667,70,14,1,7,2013,False
199,application,SAP,IM0000254,5,5,5.0,0.640551688,request for information,5.0,2013-07-31 09:06:00,2013-10-15 11:45:00,2013-10-15 11:45:00,Other,1.0,1826.65,76,9,2,7,2013,False
200,application,Server Based Application,IM0000256,4,4,4.0,0.160154103,incident,19.0,2013-08-01 11:56:00,2013-12-02 11:37:00,2013-12-02 11:37:00,Software,9.0,2951.6833333333334,122,11,3,8,2013,False
201,application,Web Based Application,IM0000257,4,4,4.0,0.928262692,incident,3.0,2013-08-01 13:26:00,2013-10-21 14:18:00,2013-10-21 14:19:00,Software,1.0,1944.8833333333334,81,13,3,8,2013,False
202,application,SAP,IM0000259,5,5,5.0,0.803346507,request for information,4.0,2013-08-05 11:04:00,2013-10-08 08:43:00,2013-10-08 08:43:00,Other,1.0,1533.65,63,11,0,8,2013,False
203,application,Web Based Application,IM0000260,4,4,4.0,0.481749208,incident,4.0,2013-08-05 12:03:00,2013-11-12 14:13:00,2013-11-12 14:14:00,Other,1.0,2378.1833333333334,99,12,0,8,2013,False
204,application,Web Based Application,IM0000261,4,4,4.0,0.579813462,incident,2.0,2013-08-05 14:20:00,2013-11-12 14:09:00,2013-11-12 14:09:00,No error - works as designed,1.0,2375.8166666666666,98,14,0,8,2013,False
205,application,SAP,IM0000262,5,5,5.0,0.887834841,request for information,5.0,2013-08-06 08:17:00,2013-10-03 10:46:00,2013-10-03 10:46:00,Other,1.0,1394.4833333333333,58,8,1,8,2013,False
206,application,Web Based Application,IM0000263,4,4,4.0,0.501485554,incident,10.0,2013-08-06 09:22:00,2013-10-25 08:30:00,2013-10-25 08:30:00,Software,1.0,1919.1333333333334,79,9,1,8,2013,False
207,computer,Linux Server,IM0000266,3,3,3.0,0.000423349,incident,9.0,2013-08-06 15:48:00,2013-10-10 12:53:00,2013-11-27 16:39:00,Other,1.0,2712.85,113,15,1,8,2013,False
208,application,Web Based Application,IM0000267,4,4,4.0,0.150861935,incident,2.0,2013-08-07 09:41:00,2013-11-12 14:15:00,2013-11-12 14:15:00,Other,1.0,2332.5666666666666,97,9,2,8,2013,False
209,application,Web Based Application,IM0000268,4,4,4.0,0.926895477,incident,6.0,2013-08-07 12:49:00,2013-11-12 14:14:00,2013-11-12 14:14:00,Other,1.0,2329.4166666666665,97,12,2,8,2013,False
210,application,Web Based Application,IM0000269,4,4,4.0,0.327881201,incident,6.0,2013-08-07 13:41:00,2013-12-19 11:20:00,2013-12-19 11:20:00,Software,1.0,3213.65,133,13,2,8,2013,False
211,application,Web Based Application,IM0000270,4,4,4.0,0.462212295,incident,2.0,2013-08-07 14:38:00,2013-12-06 10:34:00,2013-12-06 10:35:00,Other,1.0,2899.95,120,14,2,8,2013,False
212,application,Web Based Application,IM0000271,4,4,4.0,0.5718179,incident,3.0,2013-08-07 14:40:00,2013-10-15 13:30:00,2013-10-15 13:31:00,No error - works as designed,1.0,1654.85,68,14,2,8,2013,False
213,application,Web Based Application,IM0000272,4,4,4.0,0.326285972,incident,2.0,2013-08-07 15:51:00,2013-11-12 14:05:00,2013-11-12 14:05:00,Other,1.0,2326.233333333333,96,15,2,8,2013,False
214,application,Server Based Application,IM0000273,4,4,4.0,0.374075043,incident,5.0,2013-08-07 15:57:00,2013-11-08 22:01:00,2013-11-08 22:01:00,Unknown,3.0,2238.0666666666666,93,15,2,8,2013,False
215,application,Web Based Application,IM0000274,4,4,4.0,0.596322619,incident,7.0,2013-08-08 09:30:00,2014-03-25 12:37:00,2014-03-25 12:37:00,Other,2.0,5499.116666666667,229,9,3,8,2013,False
216,subapplication,Web Based Application,IM0000275,4,4,4.0,0.614630837,incident,4.0,2013-08-08 09:59:00,2013-10-07 14:15:00,2013-10-07 14:17:00,Software,1.0,1444.3,60,9,3,8,2013,False
217,application,Server Based Application,IM0000276,5,5,5.0,0.970339307,request for information,4.0,2013-08-08 13:15:00,2014-03-21 09:50:00,2014-03-21 09:51:00,Other,1.0,5396.6,224,13,3,8,2013,False
218,application,Web Based Application,IM0000278,4,4,4.0,0.942092397,incident,11.0,2013-08-08 12:01:00,2013-10-14 15:38:00,2013-10-14 15:38:00,Software,1.0,1611.6166666666666,67,12,3,8,2013,False
219,application,Server Based Application,IM0000279,4,4,4.0,0.769160959,incident,3.0,2013-08-08 15:30:00,2013-10-01 08:06:00,2013-10-01 08:06:00,Software,2.0,1288.6,53,15,3,8,2013,False
220,application,SAP,IM0000280,5,5,5.0,0.00178232,incident,13.0,2013-08-08 15:39:00,2013-10-15 15:52:00,2013-10-15 15:52:00,Operator error,1.0,1632.2166666666667,68,15,3,8,2013,False
221,application,Server Based Application,IM0000281,3,3,3.0,0.895368358,incident,1.0,2013-08-09 11:59:00,2013-10-21 09:28:00,2013-10-21 09:28:00,Other,1.0,1749.4833333333333,72,11,4,8,2013,False
222,subapplication,Server Based Application,IM0000283,4,4,4.0,0.942723665,incident,4.0,2013-08-12 10:16:00,2014-02-12 09:02:00,2014-02-12 09:02:00,Other,2.0,4414.766666666666,183,10,0,8,2013,False
223,application,SAP,IM0000284,5,5,5.0,0.039349889,request for information,25.0,2013-08-12 11:10:00,2013-10-21 16:09:00,2013-10-21 16:09:00,Other,2.0,1684.9833333333333,70,11,0,8,2013,False
224,application,Server Based Application,IM0000285,4,4,4.0,0.835698033,incident,14.0,2013-08-12 11:03:00,2013-11-18 10:34:00,2013-11-18 10:34:00,Software,11.0,2351.516666666667,97,11,0,8,2013,False
225,application,Web Based Application,IM0000286,4,4,4.0,0.791229465,incident,5.0,2013-08-12 14:42:00,2013-10-03 11:06:00,2013-10-03 11:06:00,Other,1.0,1244.4,51,14,0,8,2013,False
226,application,Server Based Application,IM0000287,4,3,4.0,0.283418566,incident,2.0,2013-08-12 14:51:00,2013-10-03 11:18:00,2013-10-03 11:18:00,Other,1.0,1244.45,51,14,0,8,2013,False
227,application,Web Based Application,IM0000288,4,4,4.0,0.018843459,incident,3.0,2013-08-13 10:11:00,2013-12-31 13:18:00,2013-12-31 13:18:00,Unknown,1.0,3363.116666666667,140,10,1,8,2013,False
228,application,Server Based Application,IM0000289,4,4,4.0,0.085717634,incident,13.0,2013-08-13 10:38:00,2013-10-15 14:46:00,2013-10-15 14:49:00,Software,1.0,1516.1833333333334,63,10,1,8,2013,False
229,application,Server Based Application,IM0000290,4,4,4.0,0.052163926,incident,3.0,2013-08-13 11:31:00,2013-10-10 12:53:00,2013-11-21 13:02:00,Other,54.0,2401.516666666667,100,11,1,8,2013,False
230,application,Server Based Application,IM0000292,5,5,5.0,0.643940272,request for information,2.0,2013-08-13 13:37:00,2013-10-11 18:45:00,2013-10-11 18:46:00,Inquiry,1.0,1421.15,59,13,1,8,2013,False
231,application,Web Based Application,IM0000293,4,4,4.0,0.892849414,incident,6.0,2013-08-13 14:34:00,2014-01-10 08:18:00,2014-01-10 08:18:00,Other,1.0,3593.733333333333,149,14,1,8,2013,False
232,application,Web Based Application,IM0000294,5,5,5.0,0.074768997,incident,7.0,2013-08-13 16:41:00,2013-10-04 15:21:00,2013-10-04 15:21:00,Software,1.0,1246.6666666666667,51,16,1,8,2013,False
233,application,SAP,IM0000295,5,5,5.0,0.503846974,request for information,2.0,2013-08-14 10:02:00,2013-10-07 07:44:00,2013-10-07 07:44:00,Other,1.0,1293.7,53,10,2,8,2013,False
